id_recibo,producto_id,pedido_id,cantidad,valor_unitario,valor_total,ciudad,costo_envio
15544,24159,134123,3,270,810,BR-MS,162.0
15545,48872,135244,3,120,360,BR-ES,72.0
15546,6381,136710,6,586,3516,BR-DF,703.2
15547,73038,136743,1,90,90,BR-PA,18.0
15548,98964,136893,3,280,840,BR-AL,168.0
15549,8691,138082,5,180,900,BR-RS,180.0
15550,12609,139287,4,320,1280,BR-GO,256.0
15551,87156,2494,6,160,960,BR-MG,192.0
15552,3451,2916,4,250,1000,BR-AC,200.0
15553,81822,3070,3,390,1170,BR-PR,234.0
15554,91498,4026,4,130,520,BR-RS,104.0
15555,12751,4829,4,400,1600,BR-RS,320.0
15556,51238,5470,3,410,1230,BR-TO,246.0
15557,6769,5889,1,220,220,BR-RO,44.0
15559,98964,7127,6,280,1680,BR-AM,336.0
15561,42913,7427,5,2590,12950,BR-MA,2590.0
15562,66539,7536,2,399,798,BR-BA,159.6
15563,72667,8248,1,139,139,BR-SP,27.8
15564,7729,8983,6,360,2160,BR-AP,432.0
15565,15470,9045,1,590,590,BR-MT,118.0
15568,57708,12435,6,990,5940,BR-RR,1188.0
15569,57815,15673,6,100,600,BR-SP,120.0
15571,28699,17032,5,420,2100,BR-MG,420.0
15572,3820,17372,5,139,695,BR-RO,139.0
15573,95805,17553,4,100,400,BR-PB,80.0
15574,31651,19071,1,180,180,BR-AC,36.0
15575,71770,19245,2,530,1060,BR-TO,212.0
15576,57696,19636,1,410,410,BR-PA,82.0
15577,15470,19728,6,590,3540,BR-RN,708.0
15578,41262,21487,4,390,1560,BR-AM,312.0
15579,68110,22201,1,790,790,BR-PE,158.0
15580,77079,22309,6,100,600,BR-SC,120.0
15581,60010,22581,3,90,270,BR-SP,54.0
15582,17258,22863,5,420,2100,BR-MT,420.0
15583,71946,23565,3,290,870,BR-RS,174.0
15584,47405,23747,1,310,310,BR-AM,62.0
15585,11736,23979,3,740,2220,BR-RN,444.0
15586,45695,26463,4,240,960,BR-BA,192.0
15588,6137,27430,3,100,300,BR-SC,60.0
15589,6262,28260,5,644,3220,BR-RJ,644.0
15590,6137,28270,4,100,400,BR-SE,80.0
15591,74864,28767,5,130,650,BR-DF,130.0
15592,66255,29614,4,390,1560,BR-AM,312.0
15593,89334,30032,4,350,1400,BR-RJ,280.0
15594,4853,30846,2,100,200,BR-PR,40.0
15595,98964,32099,5,280,1400,BR-DF,280.0
15596,4553,32670,4,110,440,BR-MG,88.0
15597,51238,34475,1,410,410,BR-SC,82.0
15598,91498,34602,3,130,390,BR-SE,78.0
15599,17990,34750,6,3800,22800,BR-PA,4560.0
15601,86243,35273,1,350,350,BR-PI,70.0
15602,22407,35454,1,200,200,BR-MG,40.0
15603,66255,35863,5,390,1950,BR-MG,390.0
15604,80644,37437,4,990,3960,BR-PR,792.0
15606,13716,40151,2,450,900,BR-RN,180.0
15607,27336,40919,1,250,250,BR-MS,50.0
15609,17258,42668,2,420,840,BR-RJ,168.0
15610,98964,43235,4,280,1120,BR-PA,224.0
15611,71190,43494,4,360,1440,BR-ES,288.0
15612,21429,44744,4,390,1560,BR-RN,312.0
15613,8707,45247,6,150,900,BR-PE,180.0
15614,57708,45688,5,990,4950,BR-PE,990.0
15615,8456,45800,3,360,1080,BR-PI,216.0
15616,43888,47425,2,190,380,BR-ES,76.0
15617,70240,48094,4,290,1160,BR-MA,232.0
15618,36306,49027,1,390,390,BR-ES,78.0
15619,3865,50830,2,6500,13000,BR-CE,2600.0
15620,10086,50974,6,750,4500,BR-AP,900.0
15621,59337,51067,6,390,2340,BR-PI,468.0
15623,50771,53238,4,340,1360,BR-MG,272.0
15624,40508,53364,1,245,245,BR-AL,49.0
15625,100932,53519,3,3900,11700,BR-MS,2340.0
15626,58245,54036,2,120,240,BR-PA,48.0
15627,27546,54272,3,336,1008,BR-RR,201.6
15628,73692,54396,5,90,450,BR-SE,90.0
15629,9397,55963,6,345,2070,BR-PI,414.0
15630,98964,56777,2,280,560,BR-AL,112.0
15631,87156,56941,2,160,320,BR-RS,64.0
15632,87156,57835,4,160,640,BR-RR,128.0
15633,33348,58116,1,160,160,BR-RR,32.0
15634,70240,58693,4,290,1160,BR-SC,232.0
15635,18790,59040,6,890,5340,BR-RJ,1068.0
15636,8456,59113,3,360,1080,BR-PB,216.0
15637,29893,59386,5,420,2100,BR-PA,420.0
15638,86302,59890,3,139,417,BR-RO,83.4
15640,15875,61696,4,490,1960,BR-TO,392.0
15641,100481,62304,5,410,2050,BR-AM,410.0
15642,6888,62882,3,350,1050,BR-MA,210.0
15643,45979,63884,5,280,1400,BR-MG,280.0
15645,82257,66687,2,1600,3200,BR-AC,640.0
15648,6381,67646,4,586,2344,BR-GO,468.8
15650,7871,68009,2,420,840,BR-ES,168.0
15651,8456,68425,6,360,2160,BR-MS,432.0
15653,86302,70667,3,139,417,BR-MG,83.4
15654,12751,71953,6,400,2400,BR-RR,480.0
15655,6262,73056,2,644,1288,BR-MG,257.6
15656,60010,73147,4,90,360,BR-MS,72.0
15657,89100,73668,2,4200,8400,BR-AP,1680.0
15658,16634,74514,1,480,480,BR-PR,96.0
15659,83795,76355,5,310,1550,BR-GO,310.0
15660,47405,76858,6,310,1860,BR-PI,372.0
15662,9809,79096,2,260,520,BR-MA,104.0
15663,66539,79337,1,399,399,BR-RS,79.8
15664,27336,80819,4,250,1000,BR-CE,200.0
15665,40082,81142,5,315,1575,BR-MG,315.0
15666,79551,81893,3,290,870,BR-BA,174.0
15667,6699,83043,5,320,1600,BR-AC,320.0
15668,24159,83202,1,270,270,BR-PA,54.0
15670,9981,86446,3,4000,12000,BR-CE,2400.0
15674,59784,91428,1,390,390,BR-CE,78.0
15675,6888,91807,1,350,350,BR-MA,70.0
15676,55051,92340,2,760,1520,BR-MG,304.0
15677,87711,92848,5,140,700,BR-SE,140.0
15679,100939,94228,4,310,1240,BR-RN,248.0
15680,41262,94815,2,390,780,BR-CE,156.0
15681,15470,95072,3,590,1770,BR-AM,354.0
15682,12751,96149,1,400,400,BR-SP,80.0
15684,95805,96799,1,100,100,BR-PI,20.0
15685,36195,98244,1,110,110,BR-PR,22.0
15687,36306,100283,2,390,780,BR-RO,156.0
15688,33348,101029,6,160,960,BR-RJ,192.0
15689,48483,101544,5,400,2000,BR-PA,400.0
15690,39814,102097,6,390,2340,BR-MS,468.0
15691,49497,102255,3,320,960,BR-ES,192.0
15692,8691,103625,6,180,1080,BR-AL,216.0
15693,13814,103979,2,550,1100,BR-PB,220.0
15695,59784,104505,3,390,1170,BR-PR,234.0
15696,79079,104748,2,320,640,BR-MA,128.0
15697,38723,104853,3,80,240,BR-BA,48.0
15698,12812,105056,5,320,1600,BR-PI,320.0
15699,47475,105703,1,490,490,BR-GO,98.0
15700,55051,107294,2,760,1520,BR-GO,304.0
15701,73692,107784,3,90,270,BR-TO,54.0
15702,65473,108262,6,210,1260,BR-MG,252.0
15703,79079,108493,4,320,1280,BR-RS,256.0
15704,47475,108804,2,490,980,BR-MT,196.0
15705,48483,109516,3,400,1200,BR-MA,240.0
15706,58245,112664,4,120,480,BR-BA,96.0
15707,84176,112828,4,310,1240,BR-PI,248.0
15708,65473,113600,6,210,1260,BR-AC,252.0
15709,17990,114467,1,3800,3800,BR-ES,760.0
15711,79551,115297,5,290,1450,BR-AC,290.0
15712,5412,115904,4,788,3152,BR-RN,630.4
15713,67445,116499,3,320,960,BR-CE,192.0
15714,51238,121139,1,410,410,BR-RR,82.0
15715,28699,121252,2,420,840,BR-PE,168.0
15716,62594,121271,5,300,1500,BR-CE,300.0
15718,54794,123377,1,350,350,BR-ES,70.0
15719,43888,124616,4,190,760,BR-RJ,152.0
15720,6888,124994,4,350,1400,BR-MA,280.0
15721,98640,125188,3,990,2970,BR-RO,594.0
15722,77558,125269,3,790,2370,BR-AL,474.0
15723,12609,125457,4,320,1280,BR-RR,256.0
15724,18751,127314,6,990,5940,BR-DF,1188.0
15727,67445,129488,4,320,1280,BR-MG,256.0
15728,91248,129953,2,45,90,BR-BA,18.0
15729,14420,130262,3,690,2070,BR-PR,414.0
15732,72621,133081,3,179,537,BR-RN,107.4
15733,27336,134013,4,250,1000,BR-GO,200.0
15734,37794,134176,2,105,210,BR-MA,42.0
15735,12609,134519,6,320,1920,BR-DF,384.0
15737,17395,135222,5,1400,7000,BR-PA,1400.0
15738,71190,999,4,360,1440,BR-PI,288.0
15739,91248,3809,3,45,135,BR-AP,27.0
15740,79079,4052,5,320,1600,BR-AP,320.0
15741,83009,4162,2,280,560,BR-PE,112.0
15742,100481,6456,3,410,1230,BR-MA,246.0
15743,33348,7205,5,160,800,BR-PB,160.0
15744,98640,8870,6,990,5940,BR-ES,1188.0
15745,56571,9405,1,420,420,BR-MT,84.0
15746,6699,9621,6,320,1920,BR-TO,384.0
15747,72621,10143,1,179,179,BR-SE,35.8
15748,51238,10255,2,410,820,BR-RN,164.0
15749,32986,10303,6,315,1890,BR-RJ,378.0
15750,84176,10650,4,310,1240,BR-AP,248.0
15751,4835,10760,3,560,1680,BR-RO,336.0
15752,86302,10953,6,139,834,BR-SP,166.8
15753,14420,11487,4,690,2760,BR-TO,552.0
15754,8691,13172,6,180,1080,BR-AL,216.0
15755,3820,13237,6,139,834,BR-PA,166.8
15756,57696,13608,1,410,410,BR-CE,82.0
15757,5995,14453,4,398,1592,BR-RS,318.4
15759,83795,15323,2,310,620,BR-SE,124.0
15760,82990,16489,1,450,450,BR-PB,90.0
15761,61071,17107,6,450,2700,BR-RJ,540.0
15762,66539,17528,3,399,1197,BR-MA,239.4
15764,86243,18143,6,350,2100,BR-CE,420.0
15765,7940,19405,2,1200,2400,BR-TO,480.0
15766,9397,20607,5,345,1725,BR-MG,345.0
15767,86302,20761,4,139,556,BR-PI,111.2
15768,29301,21116,4,180,720,BR-ES,144.0
15770,75557,24332,5,90,450,BR-RR,90.0
15773,53138,27001,4,690,2760,BR-DF,552.0
15776,27546,28146,5,336,1680,BR-DF,336.0
15777,44379,28570,5,165,825,BR-AC,165.0
15779,59337,29587,6,390,2340,BR-RR,468.0
15780,74864,30006,1,130,130,BR-SC,26.0
15781,7871,30650,5,420,2100,BR-MA,420.0
15782,44379,30729,1,165,165,BR-MS,33.0
15784,3829,30963,2,2630,5260,BR-SC,1052.0
15785,29301,31985,5,180,900,BR-MS,180.0
15786,12751,32168,1,400,400,BR-SC,80.0
15788,79551,33760,6,290,1740,BR-MT,348.0
15789,48872,34486,5,120,600,BR-RS,120.0
15790,18790,35068,3,890,2670,BR-PB,534.0
15791,33976,36050,1,120,120,BR-GO,24.0
15792,71946,36912,6,290,1740,BR-TO,348.0
15794,27546,37704,5,336,1680,BR-CE,336.0
15795,62594,37958,2,300,600,BR-RN,120.0
15796,6381,38756,4,586,2344,BR-GO,468.8
15797,48872,39183,4,120,480,BR-RO,96.0
15798,42913,41069,5,2590,12950,BR-PB,2590.0
15799,100484,41799,3,320,960,BR-PE,192.0
15800,49026,42092,6,240,1440,BR-MG,288.0
15801,5995,42148,6,398,2388,BR-DF,477.6
15803,84692,43453,3,499,1497,BR-AP,299.4
15804,56571,44245,1,420,420,BR-AL,84.0
15805,28699,44315,5,420,2100,BR-PR,420.0
15806,51238,44566,2,410,820,BR-PI,164.0
15807,32890,44887,3,480,1440,BR-DF,288.0
15808,75706,45609,2,100,200,BR-MS,40.0
15809,98640,47590,6,990,5940,BR-DF,1188.0
15812,29893,50690,5,420,2100,BR-PE,420.0
15813,28699,51326,3,420,1260,BR-SP,252.0
15814,25562,51439,6,320,1920,BR-GO,384.0
15815,86302,52980,1,139,139,BR-RJ,27.8
15816,13716,53215,3,450,1350,BR-SP,270.0
15817,41518,53858,3,260,780,BR-ES,156.0
15818,18751,55637,3,990,2970,BR-PB,594.0
15819,12609,55865,4,320,1280,BR-MS,256.0
15821,55452,58743,4,350,1400,BR-RS,280.0
15822,82257,59029,1,1600,1600,BR-RO,320.0
15823,51238,59196,3,410,1230,BR-RR,246.0
15824,11736,61858,2,740,1480,BR-CE,296.0
15825,79079,62006,4,320,1280,BR-MT,256.0
15826,32126,62017,2,210,420,BR-PE,84.0
15828,79551,63135,5,290,1450,BR-DF,290.0
15829,4553,64781,2,110,220,BR-PR,44.0
15831,13814,66580,5,550,2750,BR-TO,550.0
15832,53731,67350,4,430,1720,BR-PE,344.0
15833,17258,67586,3,420,1260,BR-PE,252.0
15834,16634,68059,6,480,2880,BR-SC,576.0
15835,89100,68580,4,4200,16800,BR-MG,3360.0
15836,79551,68733,1,290,290,BR-DF,58.0
15837,61356,69146,6,390,2340,BR-PI,468.0
15838,83792,70309,6,390,2340,BR-AC,468.0
15841,14836,71201,5,1100,5500,BR-TO,1100.0
15842,32986,71669,5,315,1575,BR-PR,315.0
15843,44207,73166,4,290,1160,BR-RR,232.0
15844,27659,73660,4,140,560,BR-ES,112.0
15845,13814,74172,5,550,2750,BR-MS,550.0
15846,40082,74563,3,315,945,BR-PB,189.0
15847,87156,75827,3,160,480,BR-MA,96.0
15848,86845,75963,1,110,110,BR-PR,22.0
15849,10086,76143,5,750,3750,BR-SE,750.0
15850,66135,77440,2,490,980,BR-BA,196.0
15851,72667,78126,2,139,278,BR-PI,55.6
15852,20029,79049,2,294,588,BR-PE,117.6
15853,59784,80529,1,390,390,BR-RN,78.0
15854,53731,81594,1,430,430,BR-PR,86.0
15855,66539,81749,5,399,1995,BR-RO,399.0
15856,71190,82398,6,360,2160,BR-DF,432.0
15857,29301,83032,1,180,180,BR-RS,36.0
15858,100460,83269,6,890,5340,BR-MG,1068.0
15859,100460,86301,2,890,1780,BR-MA,356.0
15860,4553,87259,2,110,220,BR-ES,44.0
15861,29510,87874,2,360,720,BR-AM,144.0
15862,62594,88322,4,300,1200,BR-PB,240.0
15863,53458,88801,2,450,900,BR-RO,180.0
15864,43888,89238,4,190,760,BR-AP,152.0
15865,74506,91931,2,420,840,BR-MT,168.0
15866,19432,92508,2,190,380,BR-RR,76.0
15867,8456,93088,6,360,2160,BR-AC,432.0
15868,6699,94441,2,320,640,BR-MG,128.0
15869,100460,94451,6,890,5340,BR-AM,1068.0
15870,66539,94766,3,399,1197,BR-BA,239.4
15871,6262,96312,1,644,644,BR-PB,128.8
15872,66539,98802,3,399,1197,BR-SE,239.4
15873,6262,99246,2,644,1288,BR-MG,257.6
15874,32126,100801,6,210,1260,BR-CE,252.0
15875,17990,103401,2,3800,7600,BR-MS,1520.0
15876,89100,104000,1,4200,4200,BR-DF,840.0
15877,51314,105796,2,410,820,BR-PI,164.0
15879,9981,106484,6,4000,24000,BR-PB,4800.0
15880,77558,106882,6,790,4740,BR-MA,948.0
15881,13705,107800,1,180,180,BR-AP,36.0
15882,6888,108263,2,350,700,BR-AM,140.0
15884,20029,109721,3,294,882,BR-PA,176.4
15885,41518,110473,5,260,1300,BR-RR,260.0
15886,56571,110845,5,420,2100,BR-PI,420.0
15888,71190,112545,2,360,720,BR-PI,144.0
15889,91248,112976,3,45,135,BR-GO,27.0
15890,43054,113260,1,320,320,BR-AL,64.0
15891,21516,113429,2,320,640,BR-CE,128.0
15892,91248,113933,2,45,90,BR-AL,18.0
15893,82990,114411,1,450,450,BR-PI,90.0
15894,13906,114992,4,340,1360,BR-PE,272.0
15895,82257,115429,6,1600,9600,BR-DF,1920.0
15897,41262,115683,1,390,390,BR-GO,78.0
15899,48872,119286,6,120,720,BR-RO,144.0
15900,37384,119301,3,700,2100,BR-RO,420.0
15902,21516,119992,2,320,640,BR-RJ,128.0
15903,8707,121288,3,150,450,BR-ES,90.0
15904,35682,121302,4,250,1000,BR-SE,200.0
15905,3829,123444,2,2630,5260,BR-AL,1052.0
15906,8691,124023,4,180,720,BR-RO,144.0
15911,42913,128164,6,2590,15540,BR-MT,3108.0
15912,3865,129309,5,6500,32500,BR-MA,6500.0
15913,73692,130451,4,90,360,BR-SC,72.0
15914,6888,132012,1,350,350,BR-SE,70.0
15915,66135,133840,3,490,1470,BR-PB,294.0
15916,79079,134596,2,320,640,BR-SE,128.0
15917,71770,134624,1,530,530,BR-MG,106.0
15918,11218,134753,3,250,750,BR-RN,150.0
15919,73038,135198,3,90,270,BR-PR,54.0
15920,55452,135463,3,350,1050,BR-PI,210.0
15922,67445,136057,6,320,1920,BR-PI,384.0
15923,95805,136854,6,100,600,BR-TO,120.0
15924,8673,137016,5,490,2450,BR-SE,490.0
15925,22568,137916,2,245,490,BR-RJ,98.0
15926,84692,138323,4,499,1996,BR-BA,399.2
15928,11736,139449,2,740,1480,BR-MA,296.0
15930,93262,524,3,450,1350,BR-BA,270.0
15931,86302,1036,4,139,556,BR-PA,111.2
15932,68110,2029,2,790,1580,BR-SE,316.0
15933,86544,3542,6,50,300,BR-MS,60.0
15934,100932,4126,6,3900,23400,BR-RO,4680.0
15935,70813,5409,6,120,720,BR-RJ,144.0
15936,10795,5654,5,300,1500,BR-PE,300.0
15938,51238,9883,4,410,1640,BR-AC,328.0
15939,65473,10957,3,210,630,BR-RO,126.0
15941,68110,12034,3,790,2370,BR-BA,474.0
15943,10795,13741,3,300,900,BR-AL,180.0
15945,6742,14072,2,850,1700,BR-RO,340.0
15946,7729,15574,6,360,2160,BR-AP,432.0
15947,15470,15622,2,590,1180,BR-PB,236.0
15948,91248,17054,4,45,180,BR-PI,36.0
15950,21244,20133,2,1120,2240,BR-PA,448.0
15951,17990,20292,1,3800,3800,BR-RJ,760.0
15953,57815,21129,3,100,300,BR-BA,60.0
15954,5292,22433,5,576,2880,BR-MG,576.0
15955,14836,23600,3,1100,3300,BR-RS,660.0
15956,6381,24466,4,586,2344,BR-RJ,468.8
15957,100983,24476,1,350,350,BR-ES,70.0
15958,91498,25453,4,130,520,BR-RJ,104.0
15959,77558,27104,6,790,4740,BR-PR,948.0
15960,27336,28623,3,250,750,BR-SP,150.0
15961,5292,29556,4,576,2304,BR-PR,460.8
15962,70813,31842,6,120,720,BR-CE,144.0
15963,60010,32739,1,90,90,BR-PB,18.0
15964,5567,33406,1,210,210,BR-SP,42.0
15966,21244,36055,4,1120,4480,BR-SC,896.0
15968,13814,36364,3,550,1650,BR-SC,330.0
15969,27336,36684,1,250,250,BR-TO,50.0
15971,37384,37899,2,700,1400,BR-SP,280.0
15974,16634,38289,2,480,960,BR-SE,192.0
15975,3865,40446,6,6500,39000,BR-PI,7800.0
15976,21429,42251,5,390,1950,BR-BA,390.0
15977,47475,42625,3,490,1470,BR-GO,294.0
15979,71190,43426,2,360,720,BR-MT,144.0
15980,66539,43428,3,399,1197,BR-MS,239.4
15982,19432,45007,3,190,570,BR-RN,114.0
15983,43054,45373,2,320,640,BR-SP,128.0
15984,57696,47378,6,410,2460,BR-SE,492.0
15985,71770,47775,2,530,1060,BR-RS,212.0
15986,6699,47949,5,320,1600,BR-MG,320.0
15987,89100,48068,2,4200,8400,BR-AC,1680.0
15988,55051,49078,6,760,4560,BR-RS,912.0
15989,21429,49110,3,390,1170,BR-MA,234.0
15990,3451,50541,1,250,250,BR-PE,50.0
15991,100932,50787,2,3900,7800,BR-TO,1560.0
15992,62594,51197,1,300,300,BR-PE,60.0
15993,61356,54143,2,390,780,BR-PB,156.0
15994,4553,54164,1,110,110,BR-BA,22.0
15997,66255,57470,3,390,1170,BR-PR,234.0
15998,100983,58766,6,350,2100,BR-GO,420.0
15999,6742,59535,6,850,5100,BR-MS,1020.0
16001,4553,59640,1,110,110,BR-AC,22.0
16002,17395,59893,1,1400,1400,BR-TO,280.0
16003,13906,60974,2,340,680,BR-MT,136.0
16004,45979,63205,4,280,1120,BR-MT,224.0
16005,39368,63335,1,279,279,BR-PB,55.8
16007,15470,63925,4,590,2360,BR-MT,472.0
16009,3829,65641,6,2630,15780,BR-PE,3156.0
16010,17990,66277,3,3800,11400,BR-MS,2280.0
16011,20029,67024,4,294,1176,BR-RO,235.2
16012,80644,67933,2,990,1980,BR-RN,396.0
16013,53458,68501,5,450,2250,BR-RR,450.0
16014,7871,69063,6,420,2520,BR-DF,504.0
16015,12895,69400,4,2600,10400,BR-AL,2080.0
16016,22407,70931,3,200,600,BR-MG,120.0
16017,87156,74109,2,160,320,BR-AC,64.0
16018,22407,74445,1,200,200,BR-MA,40.0
16019,9397,74486,2,345,690,BR-AL,138.0
16020,79551,75444,1,290,290,BR-AL,58.0
16021,6888,75747,5,350,1750,BR-MG,350.0
16022,39368,76353,3,279,837,BR-AM,167.4
16023,6769,76780,1,220,220,BR-MG,44.0
16024,32890,78025,5,480,2400,BR-GO,480.0
16025,20029,78888,3,294,882,BR-CE,176.4
16026,100481,79142,3,410,1230,BR-RS,246.0
16027,42913,79581,6,2590,15540,BR-RR,3108.0
16028,13814,80416,5,550,2750,BR-BA,550.0
16029,100961,81113,3,480,1440,BR-RJ,288.0
16030,13716,81245,2,450,900,BR-MT,180.0
16031,71946,82168,5,290,1450,BR-AC,290.0
16032,57696,83370,5,410,2050,BR-RJ,410.0
16033,40508,84720,3,245,735,BR-SP,147.0
16034,74506,85428,1,420,420,BR-AC,84.0
16035,61071,85583,1,450,450,BR-AL,90.0
16036,86302,86074,1,139,139,BR-AL,27.8
16037,6742,86701,2,850,1700,BR-SC,340.0
16038,3451,88122,3,250,750,BR-CE,150.0
16039,61071,88221,6,450,2700,BR-RS,540.0
16040,67445,88505,1,320,320,BR-MT,64.0
16041,10086,89317,1,750,750,BR-RJ,150.0
16042,36306,91087,6,390,2340,BR-AP,468.0
16043,21429,93232,4,390,1560,BR-DF,312.0
16044,14420,93800,5,690,3450,BR-DF,690.0
16045,39368,94238,4,279,1116,BR-DF,223.2
16046,27659,94289,5,140,700,BR-AC,140.0
16047,70240,94690,2,290,580,BR-MA,116.0
16048,51238,94969,3,410,1230,BR-RJ,246.0
16049,13716,94976,5,450,2250,BR-AC,450.0
16050,4835,95061,5,560,2800,BR-AC,560.0
16051,58245,95121,6,120,720,BR-MT,144.0
16052,40082,96245,1,315,315,BR-AL,63.0
16053,10795,97828,6,300,1800,BR-RN,360.0
16054,83866,97951,3,990,2970,BR-PB,594.0
16055,13906,98181,3,340,1020,BR-PI,204.0
16056,25562,99033,1,320,320,BR-RR,64.0
16057,46573,99788,2,350,700,BR-SE,140.0
16058,31835,100646,1,399,399,BR-BA,79.8
16059,6381,101135,5,586,2930,BR-SP,586.0
16060,25562,101600,2,320,640,BR-GO,128.0
16061,11218,103960,6,250,1500,BR-BA,300.0
16062,17329,105551,2,590,1180,BR-DF,236.0
16063,3451,105628,3,250,750,BR-AM,150.0
16064,6137,106489,2,100,200,BR-RR,40.0
16065,35129,106498,5,320,1600,BR-AP,320.0
16066,75557,106532,5,90,450,BR-DF,90.0
16067,30263,106952,5,135,675,BR-RJ,135.0
16068,30263,107136,2,135,270,BR-PE,54.0
16069,3829,107194,6,2630,15780,BR-RJ,3156.0
16070,53458,108803,1,450,450,BR-CE,90.0
16071,33348,108997,6,160,960,BR-AL,192.0
16072,74864,109290,2,130,260,BR-PA,52.0
16073,20029,109967,6,294,1764,BR-PR,352.8
16074,3865,110715,5,6500,32500,BR-SP,6500.0
16075,8456,110758,4,360,1440,BR-RN,288.0
16076,53731,111527,2,430,860,BR-AM,172.0
16077,21429,111778,5,390,1950,BR-PI,390.0
16078,39368,111859,4,279,1116,BR-PR,223.2
16079,53731,112784,4,430,1720,BR-CE,344.0
16080,44424,113007,5,360,1800,BR-TO,360.0
16081,55051,113012,1,760,760,BR-RR,152.0
16082,64127,115250,1,590,590,BR-AP,118.0
16083,41518,117641,5,260,1300,BR-SP,260.0
16084,4553,118325,2,110,220,BR-AP,44.0
16085,100939,119101,6,310,1860,BR-BA,372.0
16086,83795,119335,1,310,310,BR-PB,62.0
16087,100983,119464,4,350,1400,BR-PB,280.0
16088,56380,121102,1,179,179,BR-MG,35.8
16089,21429,121138,2,390,780,BR-AC,156.0
16090,53138,121828,4,690,2760,BR-GO,552.0
16091,13472,122885,1,450,450,BR-PA,90.0
16092,57815,123772,3,100,300,BR-SC,60.0
16093,77079,124901,5,100,500,BR-AP,100.0
16094,68110,125379,6,790,4740,BR-SC,948.0
16095,27659,127265,3,140,420,BR-ES,84.0
16096,13814,127745,1,550,550,BR-AL,110.0
16097,8456,128033,5,360,1800,BR-PE,360.0
16098,72621,128486,1,179,179,BR-PR,35.8
16099,72667,128675,4,139,556,BR-SC,111.2
16100,37384,129784,5,700,3500,BR-GO,700.0
16101,57696,129864,5,410,2050,BR-MA,410.0
16102,29650,129906,4,120,480,BR-PA,96.0
16103,62594,130522,3,300,900,BR-AC,180.0
16104,13716,131344,4,450,1800,BR-RN,360.0
16105,84176,132037,4,310,1240,BR-PE,248.0
16106,32126,132145,6,210,1260,BR-RJ,252.0
16107,43888,132149,2,190,380,BR-AP,76.0
16108,29893,133127,1,420,420,BR-MS,84.0
16109,71770,133473,3,530,1590,BR-AC,318.0
16110,41189,133696,1,160,160,BR-RN,32.0
16111,15470,134633,5,590,2950,BR-PI,590.0
16112,51314,134674,2,410,820,BR-MA,164.0
16113,98964,135001,5,280,1400,BR-RN,280.0
16114,55452,135069,6,350,2100,BR-RR,420.0
16115,35129,136052,3,320,960,BR-AL,192.0
16116,9397,137149,1,345,345,BR-SP,69.0
16117,4835,137343,6,560,3360,BR-AM,672.0
16118,47682,137402,3,430,1290,BR-PB,258.0
16119,10086,137765,6,750,4500,BR-AL,900.0
16120,35682,138137,3,250,750,BR-MT,150.0
16121,12751,138325,4,400,1600,BR-AL,320.0
16122,8673,138987,1,490,490,BR-RR,98.0
16123,5412,198,6,788,4728,BR-AM,945.6
16124,6137,346,6,100,600,BR-DF,120.0
16125,64127,1270,1,590,590,BR-AL,118.0
16126,67445,1534,4,320,1280,BR-PB,256.0
16127,100932,1837,1,3900,3900,BR-AL,780.0
16128,82990,1958,4,450,1800,BR-BA,360.0
16129,5292,3713,2,576,1152,BR-BA,230.4
16130,17329,5315,6,590,3540,BR-GO,708.0
16131,39814,7347,1,390,390,BR-ES,78.0
16132,58245,8867,6,120,720,BR-SE,144.0
16133,21429,8947,5,390,1950,BR-AP,390.0
16134,19432,11240,5,190,950,BR-PA,190.0
16135,44207,14095,4,290,1160,BR-SP,232.0
16136,82257,14512,5,1600,8000,BR-GO,1600.0
16137,66539,14658,6,399,2394,BR-RJ,478.8
16138,59337,15913,5,390,1950,BR-PA,390.0
16139,51314,16630,5,410,2050,BR-PI,410.0
16140,18212,19676,3,120,360,BR-SE,72.0
16141,100932,20294,4,3900,15600,BR-AM,3120.0
16142,45695,20406,2,240,480,BR-PE,96.0
16143,11218,20638,2,250,500,BR-PB,100.0
16144,97039,22559,2,320,640,BR-PA,128.0
16145,31835,23852,3,399,1197,BR-AL,239.4
16146,95805,26601,6,100,600,BR-PE,120.0
16147,17258,26642,5,420,2100,BR-AC,420.0
16148,74506,26842,4,420,1680,BR-PE,336.0
16149,16634,28110,6,480,2880,BR-RR,576.0
16150,32126,28445,6,210,1260,BR-PE,252.0
16151,27336,30487,4,250,1000,BR-RO,200.0
16152,32986,30504,3,315,945,BR-PR,189.0
16153,7193,31704,6,320,1920,BR-PE,384.0
16154,77558,31812,4,790,3160,BR-MS,632.0
16155,43699,31872,3,169,507,BR-MS,101.4
16156,18128,32229,4,795,3180,BR-RS,636.0
16157,57696,32639,3,410,1230,BR-RS,246.0
16158,15470,33401,4,590,2360,BR-PA,472.0
16159,100983,33421,6,350,2100,BR-RR,420.0
16160,10795,35393,5,300,1500,BR-PB,300.0
16161,29893,36566,5,420,2100,BR-PE,420.0
16162,66255,36919,6,390,2340,BR-PA,468.0
16163,66255,37723,2,390,780,BR-PB,156.0
16164,15875,38064,3,490,1470,BR-BA,294.0
16165,6699,38537,2,320,640,BR-MS,128.0
16166,82990,38789,3,450,1350,BR-BA,270.0
16167,7871,38941,2,420,840,BR-MG,168.0
