pedido_id,producto_id,vendedor_id,fecha_compra,total
131466,70240,1,2020-07-02,1740
131839,100484,4,2020-07-02,640
133000,55051,1,2020-07-02,3800
134123,24159,2,2020-07-02,810
135244,48872,1,2020-07-02,360
136710,6381,1,2020-07-02,3516
136743,73038,5,2020-07-02,90
136893,98964,2,2020-07-02,840
138082,8691,5,2020-07-02,900
139287,12609,2,2020-07-02,1280
2494,87156,1,2020-07-02,960
2916,3451,1,2020-07-02,1000
3070,81822,4,2020-07-02,1170
4026,91498,3,2020-07-02,520
4829,12751,3,2020-07-02,1600
5470,51238,5,2020-07-02,1230
5889,6769,2,2020-07-02,220
7127,98964,1,2020-07-02,1680
7427,42913,1,2020-07-02,12950
7536,66539,5,2020-07-02,798
8248,72667,5,2020-07-02,139
8983,7729,1,2020-07-02,2160
9045,15470,5,2020-07-02,590
12435,57708,4,2020-07-02,5940
15673,57815,4,2020-07-02,600
17032,28699,3,2020-07-02,2100
17372,3820,1,2020-07-03,695
17553,95805,1,2020-07-03,400
19071,31651,2,2020-07-03,180
19245,71770,1,2020-07-03,1060
19636,57696,3,2020-07-03,410
19728,15470,5,2020-07-03,3540
21487,41262,3,2020-07-03,1560
22201,68110,1,2020-07-03,790
22309,77079,4,2020-07-03,600
22581,60010,5,2020-07-03,270
22863,17258,1,2020-07-03,2100
23565,71946,2,2020-07-03,870
23747,47405,1,2020-07-03,310
23979,11736,5,2020-07-03,2220
26463,45695,4,2020-07-03,960
27430,6137,2,2020-07-03,300
28260,6262,5,2020-07-03,3220
28270,6137,2,2020-07-03,400
28767,74864,1,2020-07-03,650
29614,66255,2,2020-07-03,1560
30032,89334,4,2020-07-03,1400
30846,4853,3,2020-07-03,200
32099,98964,3,2020-07-03,1400
32670,4553,1,2020-07-03,440
34475,51238,2,2020-07-03,410
34602,91498,5,2020-07-03,390
34750,17990,3,2020-07-03,22800
35273,86243,4,2020-07-03,350
35454,22407,1,2020-07-03,200
35863,66255,2,2020-07-03,1950
37437,80644,1,2020-07-04,3960
40151,13716,4,2020-07-04,900
40919,27336,2,2020-07-04,250
42668,17258,1,2020-07-04,840
43235,98964,2,2020-07-04,1120
43494,71190,5,2020-07-04,1440
44744,21429,5,2020-07-04,1560
45247,8707,5,2020-07-04,900
45688,57708,3,2020-07-04,4950
45800,8456,4,2020-07-04,1080
47425,43888,4,2020-07-04,380
48094,70240,3,2020-07-04,1160
49027,36306,4,2020-07-04,390
50830,3865,3,2020-07-04,13000
50974,10086,2,2020-07-04,4500
51067,59337,1,2020-07-04,2340
53238,50771,4,2020-07-04,1360
53364,40508,2,2020-07-04,245
53519,100932,2,2020-07-04,11700
54036,58245,4,2020-07-04,240
54272,27546,3,2020-07-04,1008
54396,73692,5,2020-07-04,450
55963,9397,4,2020-07-04,2070
56777,98964,3,2020-07-04,560
56941,87156,3,2020-07-04,320
57835,87156,4,2020-07-04,640
58116,33348,2,2020-07-04,160
58693,70240,5,2020-07-04,1160
59040,18790,4,2020-07-04,5340
59113,8456,3,2020-07-04,1080
59386,29893,1,2020-07-04,2100
59890,86302,3,2020-07-04,417
61696,15875,1,2020-07-04,1960
62304,100481,2,2020-07-04,2050
62882,6888,4,2020-07-04,1050
63884,45979,5,2020-07-04,1400
66687,82257,1,2020-07-05,3200
67646,6381,3,2020-07-05,2344
68009,7871,2,2020-07-05,840
68425,8456,1,2020-07-05,2160
70667,86302,4,2020-07-05,417
71953,12751,1,2020-07-05,2400
73056,6262,1,2020-07-05,1288
73147,60010,1,2020-07-05,360
73668,89100,4,2020-07-05,8400
74514,16634,1,2020-07-05,480
76355,83795,4,2020-07-05,1550
76858,47405,3,2020-07-05,1860
79096,9809,3,2020-07-05,520
79337,66539,1,2020-07-05,399
80819,27336,2,2020-07-05,1000
81142,40082,1,2020-07-05,1575
81893,79551,2,2020-07-05,870
83043,6699,1,2020-07-05,1600
83202,24159,4,2020-07-05,270
86446,9981,3,2020-07-05,12000
91428,59784,3,2020-07-05,390
91807,6888,1,2020-07-05,350
92340,55051,4,2020-07-05,1520
92848,87711,5,2020-07-05,700
94228,100939,4,2020-07-06,1240
94815,41262,3,2020-07-06,780
95072,15470,3,2020-07-06,1770
96149,12751,3,2020-07-06,400
96799,95805,4,2020-07-06,100
98244,36195,2,2020-07-06,110
100283,36306,5,2020-07-06,780
101029,33348,5,2020-07-06,960
101544,48483,3,2020-07-06,2000
102097,39814,4,2020-07-06,2340
102255,49497,4,2020-07-06,960
103625,8691,1,2020-07-06,1080
103979,13814,2,2020-07-06,1100
104505,59784,5,2020-07-06,1170
104748,79079,5,2020-07-06,640
104853,38723,1,2020-07-06,240
105056,12812,2,2020-07-06,1600
105703,47475,5,2020-07-07,490
107294,55051,5,2020-07-07,1520
107784,73692,2,2020-07-07,270
108262,65473,4,2020-07-07,1260
108493,79079,2,2020-07-07,1280
108804,47475,1,2020-07-07,980
109516,48483,1,2020-07-07,1200
112664,58245,3,2020-07-07,480
112828,84176,5,2020-07-07,1240
113600,65473,5,2020-07-07,1260
114467,17990,2,2020-07-07,3800
115297,79551,2,2020-07-08,1450
115904,5412,4,2020-07-08,3152
116499,67445,2,2020-07-08,960
121139,51238,5,2020-07-08,410
121252,28699,2,2020-07-08,840
121271,62594,5,2020-07-08,1500
123377,54794,1,2020-07-08,350
124616,43888,2,2020-07-08,760
124994,6888,4,2020-07-08,1400
125188,98640,3,2020-07-08,2970
125269,77558,2,2020-07-08,2370
125457,12609,4,2020-07-08,1280
127314,18751,4,2020-07-08,5940
129488,67445,3,2020-07-08,1280
129953,91248,3,2020-07-08,90
130262,14420,2,2020-07-08,2070
133081,72621,1,2020-07-09,537
134013,27336,5,2020-07-09,1000
134176,37794,5,2020-07-09,210
134519,12609,2,2020-07-09,1920
135222,17395,5,2020-07-09,7000
999,71190,5,2020-07-09,1440
3809,91248,5,2020-07-09,135
4052,79079,2,2020-07-09,1600
4162,83009,4,2020-07-09,560
6456,100481,1,2020-07-09,1230
7205,33348,3,2020-07-09,800
8870,98640,1,2020-07-09,5940
9405,56571,3,2020-07-09,420
9621,6699,1,2020-07-09,1920
10143,72621,5,2020-07-09,179
10255,51238,3,2020-07-09,820
10303,32986,4,2020-07-09,1890
10650,84176,4,2020-07-09,1240
10760,4835,1,2020-07-09,1680
10953,86302,4,2020-07-09,834
11487,14420,3,2020-07-09,2760
13172,8691,2,2020-07-10,1080
13237,3820,5,2020-07-10,834
13608,57696,4,2020-07-10,410
14453,5995,1,2020-07-10,1592
15323,83795,1,2020-07-10,620
16489,82990,2,2020-07-10,450
17107,61071,3,2020-07-10,2700
17528,66539,3,2020-07-10,1197
18143,86243,5,2020-07-10,2100
19405,7940,2,2020-07-10,2400
20607,9397,2,2020-07-10,1725
20761,86302,5,2020-07-10,556
21116,29301,5,2020-07-10,720
24332,75557,2,2020-07-10,450
27001,53138,3,2020-07-10,2760
28146,27546,4,2020-07-10,1680
28570,44379,2,2020-07-10,825
29587,59337,1,2020-07-10,2340
30006,74864,3,2020-07-10,130
30650,7871,5,2020-07-10,2100
30729,44379,4,2020-07-10,165
30963,3829,2,2020-07-10,5260
31985,29301,1,2020-07-10,900
32168,12751,2,2020-07-10,400
33760,79551,4,2020-07-11,1740
34486,48872,1,2020-07-11,600
35068,18790,2,2020-07-11,2670
36050,33976,2,2020-07-11,120
36912,71946,5,2020-07-11,1740
37704,27546,3,2020-07-11,1680
37958,62594,3,2020-07-11,600
38756,6381,4,2020-07-11,2344
39183,48872,3,2020-07-11,480
41069,42913,4,2020-07-11,12950
41799,100484,2,2020-07-11,960
42092,49026,2,2020-07-11,1440
42148,5995,4,2020-07-11,2388
43453,84692,1,2020-07-11,1497
44245,56571,1,2020-07-11,420
44315,28699,3,2020-07-11,2100
44566,51238,5,2020-07-11,820
44887,32890,5,2020-07-11,1440
45609,75706,4,2020-07-11,200
47590,98640,5,2020-07-11,5940
50690,29893,3,2020-07-11,2100
51326,28699,3,2020-07-11,1260
51439,25562,3,2020-07-11,1920
52980,86302,3,2020-07-12,139
53215,13716,4,2020-07-12,1350
53858,41518,2,2020-07-12,780
55637,18751,2,2020-07-12,2970
55865,12609,2,2020-07-12,1280
58743,55452,3,2020-07-12,1400
59029,82257,1,2020-07-12,1600
59196,51238,1,2020-07-12,1230
61858,11736,3,2020-07-12,1480
62006,79079,5,2020-07-12,1280
62017,32126,3,2020-07-12,420
63135,79551,4,2020-07-12,1450
64781,4553,5,2020-07-12,220
66580,13814,3,2020-07-12,2750
67350,53731,4,2020-07-12,1720
67586,17258,3,2020-07-12,1260
68059,16634,3,2020-07-12,2880
68580,89100,5,2020-07-13,16800
68733,79551,4,2020-07-13,290
69146,61356,2,2020-07-13,2340
70309,83792,2,2020-07-13,2340
71201,14836,2,2020-07-13,5500
71669,32986,1,2020-07-13,1575
73166,44207,3,2020-07-13,1160
73660,27659,5,2020-07-13,560
74172,13814,5,2020-07-13,2750
74563,40082,2,2020-07-13,945
75827,87156,5,2020-07-13,480
75963,86845,2,2020-07-13,110
76143,10086,4,2020-07-13,3750
77440,66135,2,2020-07-13,980
78126,72667,2,2020-07-13,278
79049,20029,4,2020-07-13,588
80529,59784,3,2020-07-13,390
81594,53731,2,2020-07-13,430
81749,66539,4,2020-07-13,1995
82398,71190,4,2020-07-13,2160
83032,29301,4,2020-07-13,180
83269,100460,2,2020-07-13,5340
86301,100460,5,2020-07-13,1780
87259,4553,1,2020-07-13,220
87874,29510,4,2020-07-13,720
88322,62594,2,2020-07-13,1200
88801,53458,2,2020-07-13,900
89238,43888,5,2020-07-13,760
91931,74506,4,2020-07-13,840
92508,19432,4,2020-07-13,380
93088,8456,5,2020-07-14,2160
94441,6699,5,2020-07-14,640
94451,100460,5,2020-07-14,5340
94766,66539,1,2020-07-14,1197
96312,6262,1,2020-07-14,644
98802,66539,4,2020-07-14,1197
99246,6262,1,2020-07-14,1288
100801,32126,2,2020-07-14,1260
103401,17990,1,2020-07-14,7600
104000,89100,1,2020-07-14,4200
105796,51314,2,2020-07-14,820
106484,9981,5,2020-07-14,24000
106882,77558,2,2020-07-14,4740
107800,13705,2,2020-07-14,180
108263,6888,4,2020-07-14,700
109721,20029,1,2020-07-14,882
110473,41518,4,2020-07-14,1300
110845,56571,2,2020-07-14,2100
112545,71190,5,2020-07-14,720
112976,91248,2,2020-07-14,135
113260,43054,4,2020-07-14,320
113429,21516,2,2020-07-14,640
113933,91248,1,2020-07-14,90
114411,82990,5,2020-07-14,450
114992,13906,3,2020-07-14,1360
115429,82257,4,2020-07-14,9600
115683,41262,5,2020-07-15,390
119286,48872,1,2020-07-15,720
119301,37384,1,2020-07-15,2100
119992,21516,5,2020-07-15,640
121288,8707,3,2020-07-15,450
121302,35682,2,2020-07-15,1000
123444,3829,4,2020-07-15,5260
124023,8691,3,2020-07-15,720
128164,42913,1,2020-07-15,15540
129309,3865,1,2020-07-15,32500
130451,73692,2,2020-07-15,360
132012,6888,5,2020-07-15,350
133840,66135,1,2020-07-15,1470
134596,79079,2,2020-07-15,640
134624,71770,5,2020-07-15,530
134753,11218,1,2020-07-16,750
135198,73038,4,2020-07-16,270
135463,55452,3,2020-07-16,1050
136057,67445,1,2020-07-16,1920
136854,95805,4,2020-07-16,600
137016,8673,5,2020-07-16,2450
137916,22568,5,2020-07-16,490
138323,84692,2,2020-07-16,1996
139449,11736,1,2020-07-16,1480
524,93262,3,2020-07-16,1350
1036,86302,2,2020-07-16,556
2029,68110,5,2020-07-16,1580
3542,86544,2,2020-07-16,300
4126,100932,1,2020-07-16,23400
5409,70813,1,2020-07-16,720
5654,10795,1,2020-07-16,1500
9883,51238,3,2020-07-16,1640
10957,65473,2,2020-07-16,630
12034,68110,2,2020-07-16,2370
13741,10795,3,2020-07-16,900
14072,6742,4,2020-07-16,1700
15574,7729,2,2020-07-16,2160
15622,15470,2,2020-07-16,1180
17054,91248,2,2020-07-16,180
20133,21244,2,2020-07-16,2240
20292,17990,5,2020-07-16,3800
21129,57815,4,2020-07-16,300
22433,5292,1,2020-07-16,2880
23600,14836,4,2020-07-16,3300
24466,6381,3,2020-07-16,2344
24476,100983,3,2020-07-17,350
25453,91498,1,2020-07-17,520
27104,77558,5,2020-07-17,4740
28623,27336,2,2020-07-17,750
29556,5292,5,2020-07-17,2304
31842,70813,4,2020-07-17,720
32739,60010,2,2020-07-17,90
33406,5567,5,2020-07-17,210
36055,21244,4,2020-07-17,4480
36364,13814,2,2020-07-17,1650
36684,27336,2,2020-07-17,250
37899,37384,5,2020-07-17,1400
38289,16634,2,2020-07-17,960
40446,3865,2,2020-07-17,39000
42251,21429,4,2020-07-17,1950
42625,47475,3,2020-07-17,1470
43426,71190,2,2020-07-17,720
43428,66539,1,2020-07-17,1197
45007,19432,1,2020-07-17,570
45373,43054,5,2020-07-17,640
47378,57696,5,2020-07-17,2460
47775,71770,4,2020-07-17,1060
47949,6699,5,2020-07-17,1600
48068,89100,1,2020-07-17,8400
49078,55051,1,2020-07-17,4560
49110,21429,1,2020-07-17,1170
50541,3451,4,2020-07-17,250
50787,100932,4,2020-07-17,7800
51197,62594,2,2020-07-17,300
54143,61356,5,2020-07-17,780
54164,4553,2,2020-07-17,110
57470,66255,5,2020-07-17,1170
58766,100983,1,2020-07-17,2100
59535,6742,2,2020-07-18,5100
59640,4553,5,2020-07-18,110
59893,17395,4,2020-07-18,1400
60974,13906,5,2020-07-18,680
63205,45979,4,2020-07-18,1120
63335,39368,3,2020-07-18,279
63925,15470,2,2020-07-18,2360
65641,3829,2,2020-07-18,15780
66277,17990,2,2020-07-18,11400
67024,20029,1,2020-07-18,1176
67933,80644,1,2020-07-18,1980
68501,53458,2,2020-07-18,2250
69063,7871,5,2020-07-18,2520
69400,12895,2,2020-07-18,10400
70931,22407,2,2020-07-18,600
74109,87156,2,2020-07-18,320
74445,22407,4,2020-07-18,200
74486,9397,4,2020-07-18,690
75444,79551,4,2020-07-18,290
75747,6888,3,2020-07-18,1750
76353,39368,5,2020-07-18,837
76780,6769,5,2020-07-18,220
78025,32890,3,2020-07-18,2400
78888,20029,1,2020-07-18,882
79142,100481,5,2020-07-18,1230
79581,42913,3,2020-07-18,15540
80416,13814,4,2020-07-18,2750
81113,100961,4,2020-07-18,1440
81245,13716,2,2020-07-18,900
82168,71946,4,2020-07-18,1450
83370,57696,2,2020-07-18,2050
84720,40508,2,2020-07-18,735
85428,74506,2,2020-07-18,420
85583,61071,2,2020-07-18,450
86074,86302,5,2020-07-18,139
86701,6742,5,2020-07-18,1700
88122,3451,2,2020-07-18,750
88221,61071,5,2020-07-18,2700
88505,67445,2,2020-07-18,320
89317,10086,2,2020-07-18,750
91087,36306,5,2020-07-18,2340
93232,21429,3,2020-07-19,1560
93800,14420,3,2020-07-19,3450
94238,39368,2,2020-07-19,1116
94289,27659,5,2020-07-19,700
94690,70240,1,2020-07-19,580
94969,51238,4,2020-07-19,1230
94976,13716,2,2020-07-19,2250
95061,4835,2,2020-07-19,2800
95121,58245,4,2020-07-19,720
96245,40082,5,2020-07-19,315
97828,10795,2,2020-07-19,1800
97951,83866,2,2020-07-19,2970
98181,13906,5,2020-07-19,1020
99033,25562,3,2020-07-19,320
99788,46573,2,2020-07-19,700
100646,31835,5,2020-07-19,399
101135,6381,2,2020-07-19,2930
101600,25562,4,2020-07-19,640
103960,11218,4,2020-07-19,1500
105551,17329,2,2020-07-19,1180
105628,3451,3,2020-07-19,750
106489,6137,3,2020-07-19,200
106498,35129,2,2020-07-19,1600
106532,75557,1,2020-07-19,450
106952,30263,3,2020-07-19,675
107136,30263,2,2020-07-19,270
107194,3829,3,2020-07-19,15780
108803,53458,2,2020-07-19,450
108997,33348,1,2020-07-19,960
109290,74864,2,2020-07-19,260
109967,20029,2,2020-07-19,1764
110715,3865,2,2020-07-19,32500
110758,8456,2,2020-07-19,1440
111527,53731,1,2020-07-19,860
111778,21429,5,2020-07-20,1950
111859,39368,2,2020-07-20,1116
112784,53731,4,2020-07-20,1720
113007,44424,1,2020-07-20,1800
113012,55051,5,2020-07-20,760
115250,64127,2,2020-07-20,590
117641,41518,2,2020-07-20,1300
118325,4553,3,2020-07-20,220
119101,100939,1,2020-07-20,1860
119335,83795,4,2020-07-20,310
119464,100983,2,2020-07-20,1400
121102,56380,2,2020-07-20,179
121138,21429,3,2020-07-20,780
121828,53138,4,2020-07-20,2760
122885,13472,3,2020-07-20,450
123772,57815,4,2020-07-20,300
124901,77079,3,2020-07-20,500
125379,68110,2,2020-07-20,4740
127265,27659,1,2020-07-20,420
127745,13814,5,2020-07-20,550
128033,8456,3,2020-07-20,1800
128486,72621,2,2020-07-20,179
128675,72667,5,2020-07-20,556
129784,37384,2,2020-07-20,3500
129864,57696,2,2020-07-20,2050
129906,29650,5,2020-07-20,480
130522,62594,2,2020-07-20,900
131344,13716,2,2020-07-20,1800
132037,84176,4,2020-07-20,1240
132145,32126,5,2020-07-20,1260
132149,43888,2,2020-07-20,380
133127,29893,4,2020-07-20,420
133473,71770,3,2020-07-20,1590
133696,41189,5,2020-07-20,160
134633,15470,2,2020-07-20,2950
134674,51314,1,2020-07-20,820
135001,98964,2,2020-07-20,1400
135069,55452,2,2020-07-20,2100
136052,35129,1,2020-07-20,960
137149,9397,2,2020-07-20,345
137343,4835,3,2020-07-20,3360
137402,47682,3,2020-07-20,1290
137765,10086,2,2020-07-20,4500
138137,35682,5,2020-07-20,750
138325,12751,4,2020-07-20,1600
138987,8673,2,2020-07-20,490
198,5412,3,2020-07-20,4728
346,6137,2,2020-07-20,600
1270,64127,2,2020-07-20,590
1534,67445,4,2020-07-21,1280
1837,100932,1,2020-07-21,3900
1958,82990,3,2020-07-21,1800
3713,5292,2,2020-07-21,1152
5315,17329,2,2020-07-21,3540
7347,39814,5,2020-07-21,390
8867,58245,5,2020-07-21,720
8947,21429,5,2020-07-21,1950
11240,19432,3,2020-07-21,950
14095,44207,4,2020-07-21,1160
14512,82257,2,2020-07-21,8000
14658,66539,3,2020-07-21,2394
15913,59337,2,2020-07-21,1950
16630,51314,2,2020-07-21,2050
19676,18212,5,2020-07-21,360
20294,100932,2,2020-07-21,15600
20406,45695,2,2020-07-21,480
20638,11218,2,2020-07-21,500
22559,97039,2,2020-07-21,640
23852,31835,2,2020-07-21,1197
26601,95805,2,2020-07-21,600
26642,17258,3,2020-07-21,2100
26842,74506,2,2020-07-21,1680
28110,16634,4,2020-07-21,2880
28445,32126,2,2020-07-21,1260
30487,27336,5,2020-07-21,1000
30504,32986,2,2020-07-21,945
31704,7193,3,2020-07-21,1920
31812,77558,3,2020-07-21,3160
31872,43699,5,2020-07-21,507
32229,18128,4,2020-07-21,3180
32639,57696,3,2020-07-21,1230
33401,15470,2,2020-07-21,2360
33421,100983,4,2020-07-21,2100
35393,10795,4,2020-07-21,1500
36566,29893,4,2020-07-21,2100
36919,66255,4,2020-07-21,2340
37723,66255,2,2020-07-21,780
38064,15875,2,2020-07-22,1470
38537,6699,3,2020-07-22,640
38789,82990,4,2020-07-22,1350
38941,7871,4,2020-07-22,840
39524,100484,5,2020-07-22,1600
40860,87711,2,2020-07-22,140
41180,47405,2,2020-07-22,620
41387,17990,4,2020-07-22,3800
41469,70673,2,2020-07-22,630
42337,87711,1,2020-07-22,280
42499,86243,1,2020-07-22,700
42974,84176,4,2020-07-22,620
43533,13716,5,2020-07-22,900
43951,93262,2,2020-07-22,1800
44577,57815,3,2020-07-22,600
45260,89334,5,2020-07-22,2100
47145,5567,4,2020-07-22,210
47742,41262,5,2020-07-22,780
48415,87711,5,2020-07-22,280
49160,55452,5,2020-07-22,1050
49749,5292,3,2020-07-22,1152
50121,86845,2,2020-07-22,220
53183,100932,2,2020-07-22,7800
53690,71190,2,2020-07-22,1800
53917,77558,2,2020-07-22,4740
55938,15875,3,2020-07-22,1960
56551,41189,5,2020-07-22,640
56891,72667,5,2020-07-22,695
57461,79551,4,2020-07-22,1740
57906,41189,4,2020-07-22,800
59519,11218,5,2020-07-22,1500
60408,86243,2,2020-07-22,350
61294,20029,5,2020-07-22,1176
61639,97039,2,2020-07-22,960
61993,68110,2,2020-07-22,790
62217,49026,1,2020-07-22,960
62844,8707,1,2020-07-22,450
64289,100983,5,2020-07-22,1400
66915,82990,2,2020-07-23,900
66999,86243,3,2020-07-23,1400
67444,37794,4,2020-07-23,630
68046,35129,1,2020-07-23,640
68694,97039,4,2020-07-23,640
68712,75706,3,2020-07-23,600
69597,16634,4,2020-07-23,2400
70715,36306,2,2020-07-23,390
70909,73038,3,2020-07-23,540
71459,100932,1,2020-07-23,19500
71821,97039,3,2020-07-23,1600
72729,53941,2,2020-07-23,1120
73015,98640,4,2020-07-23,990
73020,60010,5,2020-07-23,90
74216,24159,1,2020-07-23,540
74386,86544,2,2020-07-23,150
74781,49497,3,2020-07-23,960
75492,87711,4,2020-07-23,840
76289,10086,5,2020-07-23,2250
76964,5995,4,2020-07-23,796
78484,12895,4,2020-07-23,13000
78728,46573,4,2020-07-23,350
79016,42913,4,2020-07-23,10360
80327,6381,5,2020-07-23,2344
80771,79079,2,2020-07-23,320
82062,72621,3,2020-07-23,537
83197,5412,2,2020-07-23,788
83585,29650,2,2020-07-23,720
84618,31835,5,2020-07-23,2394
85647,3829,4,2020-07-23,13150
85755,100460,4,2020-07-23,1780
85855,49026,3,2020-07-23,480
85947,17990,5,2020-07-23,11400
86863,61071,3,2020-07-23,2250
88115,57708,3,2020-07-23,4950
88539,65473,3,2020-07-23,1260
89531,73038,2,2020-07-23,450
90011,58472,3,2020-07-23,600
91039,40082,1,2020-07-23,1890
93835,49026,5,2020-07-23,480
94711,53941,1,2020-07-24,280
95370,32986,3,2020-07-24,1890
95594,72621,2,2020-07-24,179
96006,29650,5,2020-07-24,360
99194,81822,1,2020-07-24,1950
100652,39368,5,2020-07-24,1674
100767,6699,4,2020-07-24,1920
100846,60010,2,2020-07-24,540
101212,59337,2,2020-07-24,1560
101250,74864,2,2020-07-24,130
101882,15470,2,2020-07-24,2360
102148,41262,5,2020-07-24,780
102605,6699,5,2020-07-24,320
103763,8707,2,2020-07-24,600
104800,10086,4,2020-07-24,2250
105050,9809,4,2020-07-24,1300
105598,83795,2,2020-07-24,1550
107303,5412,3,2020-07-24,788
107921,40082,4,2020-07-24,315
108321,84692,3,2020-07-24,1996
108331,70673,4,2020-07-24,210
109460,66135,5,2020-07-24,490
110593,6381,5,2020-07-24,1172
111728,42913,3,2020-07-24,2590
113198,66255,3,2020-07-24,390
113482,47475,4,2020-07-24,1960
115182,50478,2,2020-07-24,1575
115292,33976,1,2020-07-24,480
116034,74506,2,2020-07-24,420
116518,30263,2,2020-07-24,810
116526,89100,3,2020-07-24,12600
116706,43888,4,2020-07-24,380
117274,37384,4,2020-07-24,3500
117562,7940,3,2020-07-24,1200
118732,17395,4,2020-07-24,2800
118830,10795,2,2020-07-24,1200
118852,100484,4,2020-07-24,320
119645,57815,4,2020-07-24,200
119791,5995,2,2020-07-24,796
120483,73692,4,2020-07-24,540
122453,73692,5,2020-07-24,450
122939,4553,5,2020-07-24,220
124644,11736,5,2020-07-24,1480
125291,48483,3,2020-07-24,2000
125561,50771,1,2020-07-24,340
125691,9809,2,2020-07-24,1040
125789,6137,4,2020-07-24,400
125959,9809,2,2020-07-24,780
125977,7871,3,2020-07-24,420
127128,13472,2,2020-07-24,1800
127194,70673,2,2020-07-24,630
128893,44424,2,2020-07-24,360
129669,89100,4,2020-07-24,12600
129847,31835,3,2020-07-24,1995
130859,43888,1,2020-07-25,760
131173,8673,2,2020-07-25,2450
131974,82990,4,2020-07-25,900
133337,2706,2,2020-07-25,2950
133634,66135,2,2020-07-25,1960
134245,32890,4,2020-07-25,2400
134413,6699,1,2020-07-25,1280
134508,75557,3,2020-07-25,90
135064,46573,2,2020-07-25,2100
135391,75706,1,2020-07-25,200
135400,79079,1,2020-07-25,960
135677,23575,1,2020-07-25,1050
135736,33976,2,2020-07-25,480
136082,40508,3,2020-07-25,490
136154,44379,3,2020-07-25,330
136652,72621,3,2020-07-25,358
137270,11218,4,2020-07-25,1500
137381,83866,2,2020-07-25,2970
138590,11218,3,2020-07-25,1250
138937,28699,1,2020-07-25,2100
139076,59784,2,2020-07-25,780
139591,13705,4,2020-07-25,360
370,28699,1,2020-07-25,1680
745,25562,2,2020-07-25,960
858,61071,2,2020-07-25,2700
1101,27659,3,2020-07-25,420
1685,29893,1,2020-07-25,2100
1788,62594,2,2020-07-25,600
1978,18751,3,2020-07-25,2970
3567,88368,4,2020-07-25,1500
4577,64127,5,2020-07-25,590
4623,43888,4,2020-07-25,380
4968,9397,3,2020-07-25,1035
5855,98964,2,2020-07-26,840
6799,100983,4,2020-07-26,2100
6891,56380,1,2020-07-26,895
8103,91498,3,2020-07-26,390
8796,17395,4,2020-07-26,1400
8841,45979,3,2020-07-26,1680
11067,74506,4,2020-07-26,2520
11420,70673,5,2020-07-26,630
11835,50330,4,2020-07-26,1050
12330,61071,5,2020-07-26,2700
12390,23575,2,2020-07-26,420
13981,6888,2,2020-07-26,1400
14007,62594,2,2020-07-26,600
14555,28699,2,2020-07-26,840
15514,98964,1,2020-07-26,560
15718,21516,5,2020-07-26,320
16143,56350,2,2020-07-26,980
16178,48483,4,2020-07-26,2400
17041,47405,2,2020-07-26,1240
17419,11736,2,2020-07-26,740
17766,86302,2,2020-07-26,139
18256,79551,2,2020-07-26,870
18648,9809,5,2020-07-26,1300
19769,19432,4,2020-07-26,570
19833,6888,1,2020-07-26,1400
20470,24159,2,2020-07-26,540
21042,44424,5,2020-07-26,2160
22162,27659,2,2020-07-26,280
23270,17258,2,2020-07-26,840
23847,4307,2,2020-07-26,6175
24348,81822,2,2020-07-26,390
26567,30263,4,2020-07-26,675
28330,82990,2,2020-07-26,2250
29402,86544,2,2020-07-26,150
30091,100932,2,2020-07-26,7800
30403,39814,5,2020-07-26,1170
30658,7729,2,2020-07-26,1440
30834,91498,2,2020-07-26,130
31084,5412,2,2020-07-26,1576
31302,3829,2,2020-07-26,5260
33539,14074,5,2020-07-26,1800
34755,84692,3,2020-07-26,998
35000,72621,1,2020-07-26,537
35164,43054,4,2020-07-26,1920
35235,14836,1,2020-07-26,4400
35714,42913,1,2020-07-26,15540
35764,74864,2,2020-07-27,390
37144,44379,3,2020-07-27,165
37272,57815,5,2020-07-27,200
37820,58472,2,2020-07-27,300
40017,81822,2,2020-07-27,1560
40538,48483,1,2020-07-27,400
42029,89334,2,2020-07-27,1750
42209,83866,3,2020-07-27,3960
42491,11736,3,2020-07-27,4440
42563,4835,4,2020-07-27,2240
42799,68110,1,2020-07-27,2370
43023,48483,5,2020-07-27,2400
44647,29012,2,2020-07-27,2625
46182,100939,2,2020-07-27,1860
46638,35682,2,2020-07-27,250
47228,44379,1,2020-07-27,660
47758,72621,3,2020-07-27,716
49903,47682,4,2020-07-27,430
50215,38723,3,2020-07-27,320
50340,24159,2,2020-07-27,1350
51270,44207,5,2020-07-27,870
51776,66255,2,2020-07-27,1950
52429,12609,2,2020-07-27,640
52594,43888,2,2020-07-27,1140
52866,6262,5,2020-07-27,1288
52906,32890,3,2020-07-27,960
53065,44207,1,2020-07-27,1450
53278,18790,2,2020-07-27,4450
58029,73038,2,2020-07-27,180
58975,27546,5,2020-07-27,1344
59101,98964,4,2020-07-27,1400
59534,13814,4,2020-07-27,2200
60557,22407,5,2020-07-27,200
60789,87156,2,2020-07-28,960
61005,70240,1,2020-07-28,1450
61141,18790,3,2020-07-28,1780
61973,36306,1,2020-07-28,1950
62301,3820,3,2020-07-28,834
62668,50771,5,2020-07-28,1700
62975,12895,2,2020-07-28,13000
64173,84743,3,2020-07-28,480
64498,97039,2,2020-07-28,320
65412,5567,4,2020-07-28,840
66109,59337,2,2020-07-28,390
66303,66135,5,2020-07-28,980
